OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
182,Ocean Beach : 0 - 30,0,30,Ocean Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.760181,-122.511163,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Bch_2011_04_10_9423.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Bch_2011_04_10_9430.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_beach_north_end_2010_04_15_4407.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Beach_SFS_2015_07_23_3964.jpg,,0,0,5.18621517314127,0.0403389187079069,61231462,246273,548031,68049,2427,499344,8969,4694,55057,1433499
183,Tennessee Cove : 0 - 30,0,30,Tennessee Cove,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.84117,-122.552158,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Tennessee_Cove_trailhead_SFS_2015_06_29_3000.jpg, , , ,,0,0,4.43174069320226,0.0278362127245448,49385459,162080,468216,35178,1826,330326,2371,3409,37636,1041425
184,Black Sand Beach : 0 - 30,0,30,Black Sand Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.827189,-122.510715, , , , ,,0,0,3.77069971442461,0.0249677620430889,47374274,139502,450860,31762,1739,285159,1970,3149,35063,949473
185,Marin Headlands : 0 - 30,0,30,Marin Headlands,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.829243,-122.498267, , , , ,,0,0,6.01331749280285,0.0443744900949593,56594063,251810,540498,64575,2365,437340,6293,4482,48551,1356496
186,Muir Beach : 0 - 30,0,30,Muir Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.859221,-122.576287,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1830.jpg,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1840.jpg,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1858.jpg, ,,0,0,3.57526402834701,0.0183963347439654,19551125,35858,196474,5831,431,64324,434,1137,11786,316417
187,China Beach : 0 - 30,0,30,China Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.788342,-122.491276,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3931_1.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3942_2.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3937_3.jpg, ,,0,0,6.49197792085219,0.0459842550674633,64660902,260205,601411,89855,2702,486471,7697,5060,58145,1512443
188,Baker Beach : 0 - 30,0,30,Baker Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.791479,-122.48497,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Baker_Bch_2010_04_29_4767.jpg, , , ,,0,0,6.72910156266125,0.0459288772491323,63561387,258696,593328,87796,2670,480549,7552,5001,56996,1493401
189,Marshall's Beach : 0 - 30,0,30,Marshall's Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.804005,-122.479166,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Marshalls_Bch_2010_05_13_4867.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Marshalls_Beach_SFS_2010_05_13_4843.jpg, , ,,0,0,6.34216090167417,0.0732519372303366,67272309,292070,638225,109809,2951,496685,7665,5517,61619,1615556
190,Marina Green : 0 - 30,0,30,Marina Green,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.806554,-122.43934,https://www.coastal.ca.gov/access-photos/07_san_francisco/02_san_francisco_north/Marina_Green_SFS_2015_07_23_3887.jpg, , , ,,0,0,5.99948152676903,0.0729837229534031,77731092,323716,707133,135402,3581,575654,8440,6383,72589,1833972
191,Kirby Cove : 0 - 30,0,30,Kirby Cove,2_North Central,5,Marin,Physical Access,Beach Access,Yes,Yes,37.826829,-122.489763,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_4045_4_13_2010.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_overlook_3943_4_13_2010.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_SFS_2010_04_18_4601.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_SFS_2010_11_10_8265.jpg,,0,0,6.881151627199,0.0713350724142829,61845361,295566,588852,86951,2762,472411,7238,5236,55064,1514837
192,Seadrift Beach : 0 - 30,0,30,Seadrift Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.905214,-122.664035,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2013_10_26_8646.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2015_06_29_3027_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2015_06_29_3028_2.jpg, ,,0,0,1.83061750451391,0.00747283011583208,1202114,943,14006,110,17,825,18,53,646,16647
193,Walla Vista Walkway : 0 - 30,0,30,Walla Vista Walkway,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.903252,-122.653172,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Walla_Vista_Walkway_SFS_2015_06_29_3024_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Walla_Vista_Walkway_SFS_2015_06_29_3025_2.jpg, , ,,0,0,2.24328698953466,0.00834414838674354,1495625,1183,17361,156,19,1097,21,63,794,20742
194,North Beach : 0 - 30,0,30,North Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.077791,-122.974713, , , , ,,0,0,2.25049173936463,0.00457701827535126,135417,148,1009,5,2,13,1,0,19,1215
195,Abbotts Lagoon : 0 - 30,0,30,Abbotts Lagoon,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.118805,-122.950903,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Abbotts_Lagoon_SFS_2013_06_20_4429_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Abbotts_Lagoon_SFS_2013_06_20_4430_2.jpg, , ,,0,0,3.09760005190323,0.00542014327376103,139330,152,1037,5,2,13,1,0,20,1255
196,Kehoe Beach : 0 - 30,0,30,Kehoe Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.155478,-122.948846, , , , ,,0,0,2.52002865833836,0.00485867355917585,136477,148,1015,5,2,13,1,0,19,1226
197,Chicken Ranch Beach : 0 - 30,0,30,Chicken Ranch Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.110024,-122.865141,https://www.coastal.ca.gov/access-photos/06_marin/05_tomales_bay_west_shore/Chicken_Ranch_Beach_east_end_2013_10_26_8679.jpg, , , ,,0,0,4.66388681119575,0.0118753174244329,308595,355,2753,26,4,43,2,6,102,3324
198,Dana Marsh : 0 - 30,0,30,Dana Marsh,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.106481,-122.861951,https://www.coastal.ca.gov/access-photos/06_marin/05_tomales_bay_west_shore/Dana_Marsh_2013_06_20_4421.jpg,https://www.coastal.ca.gov/access-photos/06_marin/05_tomales_bay_west_shore/Dana_Marsh_2013_06_20_4423.jpg, , ,,0,0,4.70163711424059,0.0119222725825409,311209,356,2787,26,4,43,2,6,103,3364
199,Marshall Beach : 0 - 30,0,30,Marshall Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.163935,-122.915243, , , , ,,0,0,1.71727985793698,0.00282563125691166,121531,122,899,5,2,12,1,0,17,1073
200,McClures Beach : 0 - 30,0,30,McClures Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.187905,-122.96422,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/McClures_Beach_2004_05_28_0186.jpg, , , ,,0,0,1.63006941785608,0.00259728594860988,112480,104,821,5,2,12,1,0,16,973
201,Lawson's Landing : 0 - 30,0,30,Lawson's Landing,2_North Central,5,Marin,Physical Access,Beach Access,Yes,Yes,38.231865,-122.969553,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Lawsons%20Landing%20fishing%20pier%202014.01.03%202103.jpg,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Lawsons_Landing_2014_01_03_2075.jpg,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Lawsons_Landing_2014_01_03_2119.jpg,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Lawsons_Landing_beach_2014_01_03_2111.jpg,,0,0,3.98312432003948,0.0162017988753061,174696,566,2994,33,9,64,2,1,112,3819
202,Dillon Beach : 0 - 30,0,30,Dillon Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,Yes,38.249859,-122.967449,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Dillon_Bch_2013_06_20_4375.jpg,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Dillon_Bch_2013_06_20_4377.jpg,https://www.coastal.ca.gov/access-photos/06_marin/02_tomales_dillon_beach/Dillon_Beach_SFS_2013_06_20_4362.jpg, ,,0,0,5.60249211975312,0.0269271941307628,615464,1871,10542,106,44,254,9,13,386,13302
203,Gerstle Cove : 0 - 30,0,30,Gerstle Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,Yes,38.564261,-123.324474,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Gerstle_Cove_2013_03_12_3507.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Gerstle_Cove_2013_03_12_3505.jpg, , ,,0,0,2.4401792522814,0.00798096460985636,67612,75,679,7,3,8,0,0,15,800
204,Fisk Mill Cove : 0 - 30,0,30,Fisk Mill Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.593942,-123.344686,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Fisk_Mill_Cove_SFS_2015_07_15_3555_1.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Fisk_Mill_Cove_SFS_2015_07_15_3564_2.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Fisk_Mill_Cove_SFS_2015_07_15_3559_3.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/03_salt_point_to_ocean_cove/Fisk_Mill_Cove_SFS_2004_05_18_4.jpg,,0,0,3.48267457831043,0.0209539030247217,115833,350,1699,13,15,26,1,1,51,2181
205,North Jenner Beaches : 0 - 30,0,30,North Jenner Beaches,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.454648,-123.134155,https://www.coastal.ca.gov/access-photos/05_sonoma/05_russian_river_willow_creek/Jenner_Bluff_2013_03_12_3498.jpg, , , ,,0,0,4.53775363642321,0.0238042474889565,391281,683,5225,27,37,90,3,11,228,6399
206,Bonham Trail to Cook's Beach : 0 - 30,0,30,Bonham Trail to Cook's Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.789859,-123.560463,https://www.coastal.ca.gov/access-photos/04_mendocino/11_anchor_bay_to_gualala/Bonham_Trail_to_Cooks_Beach_1.JPG,https://www.coastal.ca.gov/access-photos/04_mendocino/11_anchor_bay_to_gualala/Bonham_Trail_to_Cooks_Beach_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino//11_anchor_bay_to_gualala/Bonham_Trail_to_Cooks_Beach_2013_03_12_3509.jpg, ,,0,0,5.90388990125991,0.0194014827305147,105666,874,2647,15,104,34,4,3,93,3795
207,Moat Creek Beach : 0 - 30,0,30,Moat Creek Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.881296,-123.675202,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Moat_Creek_Beach_access_2013_03_12_3515.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Moat_Creek_Beach_SFS_2015_07_15_3621_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Moat_Creek_Beach_SFS_2004_09_0043_2.jpg, ,,0,0,5.56090978591965,0.0225947108399187,104630,880,2699,15,104,34,4,3,95,3857
208,Schooner Gulch State Beach : 0 - 30,0,30,Schooner Gulch State Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.867901,-123.653698,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Schooner_Gulch_State_Beach_2013_12_11_1806.jpg, , , ,,0,0,5.66561354590094,0.0221908763299566,104702,879,2680,15,104,34,4,3,95,3836
209,Bowling Ball Beach : 0 - 30,0,30,Bowling Ball Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.872933,-123.66064, , , , ,,0,0,5.62466437609483,0.0225383243099621,104801,879,2687,15,104,34,4,3,95,3844
210,Ross Creek Beach Access : 0 - 30,0,30,Ross Creek Beach Access,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.878683,-123.667041,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Ross_Creek_Beach_Access_SFS_2015_07_15_3619_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Ross_Creek_Beach_Access_SFS_2015_07_15_3607_2.jpg, , ,,0,0,5.60399640501691,0.0226359164030496,104849,880,2698,15,104,34,4,3,95,3856
211,Arena Cove : 0 - 30,0,30,Arena Cove,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.91455,-123.710188,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Arena_Cove_and_Pier_2013_12_11_1786.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/10_point_arena_to_hearn_gulch/Arena_Cove_and_Pier_2013_12_11_1790.jpg, , ,,0,0,4.78580838516947,0.0213522904793999,97760,872,2626,15,104,33,4,3,94,3771
212,Stoneboro Road : 0 - 30,0,30,Stoneboro Road,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,38.95563,-123.687467, , , , ,,0,0,5.74596789508382,0.0260201901446837,92360,877,2876,13,107,36,4,3,106,4047
213,Alder Creek Beach (Mendocino) : 0 - 30,0,30,Alder Creek Beach (Mendocino),1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.003783,-123.695768,https://www.coastal.ca.gov/access-photos/04_mendocino/09_elk_to_manchester_state_park/Alder_Creek_Beach_Manchester_SP_2004_09_10_0063.jpg, , , ,,0,0,5.26160795470691,0.0222709926156914,56859,584,1953,7,105,21,2,1,75,2765
214,Navarro Beach : 0 - 30,0,30,Navarro Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,Yes,39.191738,-123.758245,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Navarro_Beach_2013_03_13_3526.jpg, , , ,,0,0,7.79984675599157,0.044647672228592,272282,2212,7639,48,114,159,8,10,340,10576
215,Caspar Headlands State Beach : 0 - 30,0,30,Caspar Headlands State Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.360366,-123.817925,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Beach_2013_12_11_1683.jpg, , , ,,0,0,6.28613293361553,0.0413489588506225,469306,3404,10919,60,168,248,11,16,450,15316
216,Caspar Headlands State Beach - North : 0 - 30,0,30,Caspar Headlands State Beach - North,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.362959,-123.817321,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3791_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3786_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3781_3.jpg, ,,0,0,6.4474212042474,0.0419400339978718,470006,3404,10926,60,168,248,11,16,450,15323
217,Jefferson Way : 0 - 30,0,30,Jefferson Way,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.386431,-123.816959, , , , ,,0,0,6.98607176291701,0.0451464257459599,471663,3405,10947,60,168,248,11,16,451,15347
218,Belinda Point : 0 - 30,0,30,Belinda Point,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.397362,-123.819866,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point_2013_03_13_3562.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point_2013_03_13_3564.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point.jpg, ,,0,0,6.48946493555155,0.0382214226581343,456689,3382,10609,60,166,245,11,16,440,14967
219,Hare Creek Public Access : 0 - 30,0,30,Hare Creek Public Access,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.419269,-123.811196,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Hare_Creek_Beach_2013_09_09_7068.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Hare_Creek_Beach_trail_2013_09_09_7074.jpg, , ,,0,0,7.06401827961226,0.0389008098516581,456417,3381,10588,60,166,245,11,16,439,14942
220,Glass Beach : 0 - 30,0,30,Glass Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.452017,-123.812705,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Glass_Beach_2004_06_15_0295.jpg, , , ,,0,0,7.63868514535994,0.0400157300429803,455337,3379,10517,60,166,244,11,16,438,14864
221,Pudding Creek Beach : 0 - 30,0,30,Pudding Creek Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.458811,-123.808548,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Pudding_Creek_Beach_2004_06_15_0193.jpg, , , ,,0,0,7.67677003198175,0.0361016318063631,444931,3370,10344,60,165,242,11,16,433,14671
222,Haul Road Access : 0 - 30,0,30,Haul Road Access,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.461549,-123.806965,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Haul_Rd_access_2004_06_15_0174.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Haul_Road_Access_SFS_2004_0191.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Haul_Road_Access_SFS_2015_07_16_3721_3.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Haul_Road_Access_SFS_2015_07_16_3722_1.jpg,,0,0,7.21075927333089,0.0453653649492358,456915,3379,10537,60,166,244,11,16,439,14887
223,Ward Avenue : 0 - 30,0,30,Ward Avenue,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.502079,-123.786988,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Ward_Ave_old_Haul_Rd_2004_06_13_0104.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Ward_Avenue_SFS_2015_07_16_3708_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Ward_Avenue_SFS_2015_07_16_3709_2.jpg, ,,0,0,7.41087186613934,0.0366288720356444,426065,3334,9906,60,161,233,11,16,417,14168
224,Ten Mile Beach and Dunes : 0 - 30,0,30,Ten Mile Beach and Dunes,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.523192,-123.776148,https://www.coastal.ca.gov/access-photos/04_mendocino/04_mackerricher_state_park_area/Ten_Mile_Beach_and_Dunes_SFS_2004_6_1_0087.jpg, , , ,,0,0,6.31998909277428,0.0326786462181649,359629,3183,8572,56,151,213,11,15,358,12585
225,Chadbourne Gulch : 0 - 30,0,30,Chadbourne Gulch,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.613345,-123.78167,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Chadbourne_Gulch_SFS_2015_07_16_3702_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Chadbourne_Gulch_SFS_2015_07_16_3703_2.jpg, , ,,0,0,6.62778604443194,0.0327989340812885,316040,3110,7651,52,142,195,10,14,324,11525
226,Pete's Beach : 0 - 30,0,30,Pete's Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.642884,-123.785073,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Petes_Beach_SFS_2015_07_16_3704_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Petes_Beach_SFS_2015_07_16_3705_2.jpg, , ,,0,0,4.95219413336004,0.0365168142272831,291880,2954,6487,42,126,165,10,12,285,10104
227,Westport-Union Landing State Beach : 0 - 30,0,30,Westport-Union Landing State Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,Yes,39.682169,-123.791354,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Westport_Union_Landing_SB_2013_09_09_7008.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Westport_Union_Landing_SB_2013_09_09_7011.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/03_westport_area/Westport_Union_Landing_SB_2013_09_09_7021.jpg, ,,0,0,5.74594016636048,0.0271779074463788,146745,1397,2880,20,50,60,4,3,125,4553
228,Greenwood State Beach : 0 - 30,0,30,Greenwood State Beach,1_North Coast,3,Mendocino,Physical Access,Beach Access,Yes,No,39.129266,-123.717421,https://www.coastal.ca.gov/access-photos/04_mendocino/09_elk_to_manchester_state_park/Greenwood_State_Beach_2013_12_11_1693.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/09_elk_to_manchester_state_park/Greenwood_State_Beach_2013_12_11_1698.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/09_elk_to_manchester_state_park/Greenwood_State_Beach_2013_12_11_1700.jpg, ,,0,0,6.61365774855882,0.0350481669171747,94577,267,2722,4,36,35,1,1,107,3206
