OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
394,Royal Palms County Beach : 0 - 30,0,30,Royal Palms County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.718818,-118.322883,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Royal_Palms_Co_Park_SFS_2007_08_17_slide_0338.jpg, , , ,,0,0,3.57695308152272,0.0688264766865895,55319991,1317455,457508,396209,4413,277298,14669,6048,57397,2534098
395,White Point County Beach : 0 - 30,0,30,White Point County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.716382,-118.319514,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/White_Point_Co_Park_2013_11_03_9373.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/White_Point_Co_Park_2013_11_03_9380.jpg, , ,,0,0,3.6641577696926,0.0673752546540048,54082048,1284178,446934,388883,4316,270839,14537,5919,56174,2474692
396,Malaga Cove : 0 - 30,0,30,Malaga Cove,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.803235,-118.396059,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0020.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0039.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0048.jpg, ,,0,0,3.00613897090303,0.0543342539885682,45443506,713206,381964,285620,2996,241443,10721,4618,48151,1690723
397,Hermosa Beach : 0 - 30,0,30,Hermosa Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.86463,-118.403052,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Hermosa_Beach_no_of_Municipal_Pier_2013_11_01_8760.jpg, , , ,,0,0,4.16134669950094,0.0983370619685707,100959139,1846214,861223,558562,6150,439445,16306,10446,96020,3839204
398,Torrance County Beach : 0 - 30,0,30,Torrance County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.811746,-118.391767,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_2013_11_03_9335.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_SFS_2013_11_03_9295.jpg, , ,,0,0,3.84596616302899,0.0771295708547751,73692156,1307036,607980,485710,4872,329897,14958,7824,74870,2836311
399,Redondo County Beach : 0 - 30,0,30,Redondo County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.826965,-118.390592,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2007_08_19_0049.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9220.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9275.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_end_of_Ave_I_2013_11_03_9263.jpg,,0,0,3.76606030650865,0.0923397384549893,92606038,1676385,790291,548212,5837,397909,16078,9869,91055,3539926
400,Blufftop Walkway : 0 - 30,0,30,Blufftop Walkway,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.82564,-118.390101, , , , ,,0,0,3.66182982677917,0.091444286918112,91574083,1653522,780667,546041,5804,391610,16040,9787,90302,3497921
401,Seaside Lagoon : 0 - 30,0,30,Seaside Lagoon,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.844614,-118.394401,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Seaside_Lagoon_2007_08_19_0015.jpg, , , ,,0,0,4.81686543033952,0.105149443338025,107199754,1983417,924267,569426,6545,491715,16781,10859,101077,4109838
402,Long Beach City Beach : 0 - 30,0,30,Long Beach City Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.763737,-118.176066,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_nr_Lindero_Ave_2013_11_01_8741.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_SFS_2007_08_20_slide_0156.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_SFS_2007_08_20_slide_0163.jpg, ,,0,0,5.63401289465432,0.157606449220141,110833928,3145070,1092819,495585,9734,785062,22719,10758,111256,5681283
403,Long Beach City Beach (Junipero Avenue) : 0 - 30,0,30,Long Beach City Beach (Junipero Avenue),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.762552,-118.164788, , , , ,,0,0,6.5194307412289,0.152701501351936,107109787,2966893,1085809,451163,9327,749305,22608,9970,107435,5410454
404,Zuma Beach County Park : 0 - 30,0,30,Zuma Beach County Park,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.019523,-118.828146,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Zuma_Bch_2007_03_04_0002.jpg, , , ,,0,0,5.5993414359649,0.0494491775570467,8919104,34332,145985,3567,210,17019,143,308,6608,209727
405,Point Dume State Beach : 0 - 30,0,30,Point Dume State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.002003,-118.808735,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Dume_Cove_2013_11_02_9026.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Point_Dume_State_Beach_2013_11_02_9016.jpg, , ,,0,0,5.12191742813253,0.0407319349196635,6246103,18007,97723,2022,124,10573,92,201,4194,133779
406,Paradise Cove : 0 - 30,0,30,Paradise Cove,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.020128,-118.786449,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_1.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_3.JPG, ,,0,0,6.38556391408454,0.0621485807158668,19687303,67002,279871,10645,547,40961,372,855,15096,417487
407,Escondido Beach : 0 - 30,0,30,Escondido Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.024587,-118.770779,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_stair_at_27400_PCH_2013_11_02_9150.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_3.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_2.jpg,,0,0,5.91960220371837,0.0550283430538627,19838503,60483,270771,11583,545,41595,355,903,15434,403152
408,Escondido Creek Stairway : 0 - 30,0,30,Escondido Creek Stairway,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.025656,-118.765686, , , , ,,0,0,6.62106150855491,0.0713808171190926,33418741,156651,445573,24653,1048,93320,838,1978,29223,755616
409,Latigo Shore Beach : 0 - 30,0,30,Latigo Shore Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030659,-118.75103,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_3.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_4.JPG,,0,0,6.35576809167063,0.0723983974358226,38016243,200684,492221,32129,1206,113119,1016,2421,33778,878840
410,Stairway 1 (Puerco Beach) : 0 - 30,0,30,Stairway 1 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.03192,-118.721665,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Puerco_Bch_stair_at_24602_Malibu_Rd_2007_03_02_0142.jpg, , , ,,0,0,6.08458486282836,0.0669391164509455,38190213,200647,490163,32991,1192,114261,1016,2448,34011,878830
411,Stairway 2 (Puerco Beach) : 0 - 30,0,30,Stairway 2 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.031584,-118.713647, , , , ,,0,0,6.65657078845704,0.0717625862773135,42423124,243430,542367,44791,1321,130015,1134,2778,38285,1006892
412,Stairway 3 (Puerco Beach) : 0 - 30,0,30,Stairway 3 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030978,-118.711055, , , , ,,0,0,6.37282059102698,0.0710567710791452,42562476,238646,539500,47271,1309,129049,1124,2816,38346,1000735
413,Stairway 4 (Puerco Beach) : 0 - 30,0,30,Stairway 4 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030106,-118.707648, , , , ,,0,0,6.40345931273279,0.0704852143435268,43439051,240957,540702,56529,1340,129223,1138,2971,39296,1014674
414,Stairway 5 (Puerco Beach) : 0 - 30,0,30,Stairway 5 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030385,-118.704955, , , , ,,0,0,6.08372570666813,0.0713205975525778,44914811,249135,552977,65939,1401,132259,1175,3148,40832,1049351
415,Malibu Lagoon State Beach : 0 - 30,0,30,Malibu Lagoon State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.033657,-118.685319,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Malibu_Lagoon_SB_2013_11_02_8934.jpg, , , ,,0,0,6.02803175316704,0.0940439686023971,59180978,433130,697582,141575,1994,179542,1709,4689,54265,1518220
416,Las Tunas Beach : 0 - 30,0,30,Las Tunas Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.039339,-118.59896,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Las_Tunas_Beach_2013_11_02_9180.jpg, , , ,,0,0,6.32422092018313,0.1222461894328,101334428,1495644,1022276,424178,4803,406327,5369,10604,90640,3464028
417,Topanga Beach : 0 - 30,0,30,Topanga Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.038951,-118.581555,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2007_09_15_0089.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2013_11_02_8891.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2013_11_02_8892.jpg, ,,0,0,6.68446156864001,0.133648223131496,111207641,1802218,1120672,461997,5597,467555,6115,11752,99927,3980546
418,Santa Monica State Beach : 0 - 30,0,30,Santa Monica State Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.017891,-118.506488,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_2007_08_16_0085.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_2013_11_02_9203.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_THM_2008_02_29_020.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_THM_2008_02_29_9203.jpg,,0,0,6.94605389933067,0.187306519519387,157062907,3295426,1535560,586943,9244,832171,13733,16002,140605,6436026
419,Will Rogers State Beach (Temescal Canyon Rd.) : 0 - 30,0,30,Will Rogers State Beach (Temescal Canyon Rd.),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.0356,-118.53615,https://www.coastal.ca.gov/access-photos/14_los_angeles/08_Topanga_State_Park_to_Will_Rogers_State_Beach/Will_Rogers_SB_near_Coastline_Dr_2013_11_02_9184.jpg, , , ,,0,0,8.03700287932237,0.157455345385148,136578527,2748753,1312152,548278,7657,647874,10745,14371,120389,5415924
420,Manhattan Beach : 0 - 30,0,30,Manhattan Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.890249,-118.41578,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0094.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0103.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_near_27th_St_2007_08_16_0125.jpg, ,,0,0,5.37782371373385,0.119177788453282,120698909,2381375,1044119,589989,7462,559289,17079,11965,108912,4726469
421,El Porto Beach : 0 - 30,0,30,El Porto Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.904693,-118.422611,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0130.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0138.jpg, , ,,0,0,5.79982215356625,0.110548121645285,114188977,2201053,980294,580858,7030,515644,16783,11466,104432,4423115
422,El Segundo Beach : 0 - 30,0,30,El Segundo Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.916333,-118.428698, , , , ,,0,0,6.87395038094181,0.13936981760771,137418617,2854689,1215873,611687,8661,650360,17798,13758,122191,5501845
423,Dockweiler State Beach : 0 - 30,0,30,Dockweiler State Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.931068,-118.436873,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_State_Beach_2007_08_19_0008.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_SB_SFS_2007_08_19_0012.jpg, , ,,0,0,7.47166697432074,0.150072643044331,146179648,3055719,1319054,623127,9278,705309,18227,14524,130225,5882903
424,Dockweiler State Beach (North) : 0 - 30,0,30,Dockweiler State Beach (North),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.962024,-118.453984, , , , ,,0,0,7.24707385160648,0.127079847236203,129418824,2733735,1175847,596127,7938,587714,16370,13832,116553,5253694
425,Venice City Beach : 0 - 30,0,30,Venice City Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.983474,-118.472271,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_City_Beach_2013_11_01_8855.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_Beach_THM_2007_10_12_slide_2523.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_Ocean_Front_Walk_2013_11_01_8833.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_City_Beach_Muscle_Beach_facility_2007_03_03_0064.jpg,,0,0,7.7463448539281,0.118661836506654,121694709,2484234,1121648,547142,6864,541168,12035,13183,107383,4838797
426,Mother's Beach : 0 - 30,0,30,Mother's Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.981146,-118.458489,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Mothers_Beach_2007_08_16_0112.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Mothers_Beach_2007_08_21_0030.jpg, , ,,0,0,7.77441128852746,0.131048667605478,130335130,2758608,1202029,589030,7853,590469,15612,13937,116991,5300252
427,Huntington City Beach : 0 - 30,0,30,Huntington City Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.649946,-117.992591, , , , ,,0,0,4.39058520184435,0.106812593989494,73417185,1066543,990091,90031,5063,617671,10713,4597,80685,2870941
428,Huntington State Beach : 0 - 30,0,30,Huntington State Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.639216,-117.974031, , , , ,,0,0,3.85498017276864,0.0716557644680343,49957936,669171,694462,26524,3022,415870,5454,2889,52041,1872474
429,Huntington City Beach (6th Street) : 0 - 30,0,30,Huntington City Beach (6th Street),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.657853,-118.00409, , , , ,,0,0,5.04631804328835,0.128386068026882,84117129,1444255,1093564,143629,6242,710432,16403,5591,92885,3519671
430,Santa Ana River Mouth Beach : 0 - 30,0,30,Santa Ana River Mouth Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.628985,-117.956851, , , , ,,0,0,4.74925534968927,0.125323694007515,81675944,1125695,1156364,74180,5351,633706,9348,4921,88270,3104237
431,Harbor Beaches : 0 - 30,0,30,Harbor Beaches,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.618183,-117.933732, , , , ,,0,0,5.1726735612752,0.131838432117179,84740024,1136313,1218234,68678,5416,640184,8961,4975,90590,3180632
432,Oceanfront Walk : 0 - 30,0,30,Oceanfront Walk,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.616085,-117.935613, , , , ,,0,0,5.12165861437099,0.129561686988914,82919422,1114659,1196061,63158,5304,624231,8699,4869,88418,3112431
433,Las Arenas Beach : 0 - 30,0,30,Las Arenas Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.608704,-117.924821, , , , ,,0,0,5.00945212474534,0.123014519005663,77732375,1043092,1127960,51364,4837,581929,7886,4508,82392,2910385
434,Lido Park : 0 - 30,0,30,Lido Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.616505,-117.926474, , , , ,,0,0,4.84447383344552,0.138870736096532,87687532,1138325,1264591,65099,5483,662929,8830,5017,93072,3251010
435,West Newport Beach : 0 - 30,0,30,West Newport Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.619853,-117.939854, , , , ,,0,0,5.09856965717925,0.129600975975545,83550262,1128281,1200008,67787,5372,630660,8913,4929,89413,3142404
436,Newport Island Park : 0 - 30,0,30,Newport Island Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.618917,-117.934237, , , , ,,0,0,5.2317638242237,0.131436161073326,84478249,1134575,1213746,68352,5410,638827,8948,4965,90325,3172403
437,Channel Place Park : 0 - 30,0,30,Channel Place Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.621044,-117.936942, , , , ,,0,0,5.17917815639214,0.136182565966696,88025423,1162827,1258270,74961,5604,662097,9389,5147,93743,3279713
438,Balboa Beach : 0 - 30,0,30,Balboa Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.603904,-117.915307,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Balboa_Beach_2008_06_06_0006.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Balboa_Beach_2008_06_06_0010.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Newport_Beach_near_40th_St_2007_09_16_0035.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Newport_Beach_near_40th_St_2007_09_16_0036.jpg,,0,0,4.3708159564928,0.115578884869798,72458334,990513,1048403,44892,4476,550992,7385,4196,76609,2732934
439,10th Street Beach : 0 - 30,0,30,10th Street Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.606266,-117.912996, , , , ,,0,0,4.42468122299993,0.114556412369047,71735078,982625,1036602,44014,4443,546813,7310,4168,75775,2707025
440,Montero Beach : 0 - 30,0,30,Montero Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.605799,-117.904588, , , , ,,0,0,4.60201258492256,0.0963535469355611,60825140,863945,877087,33800,3801,483519,6192,3507,64190,2340373
441,Bayfront Walkway : 0 - 30,0,30,Bayfront Walkway,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.602842,-117.899322,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayfront_Walkway_Balboa_SFS_2013_09_25_7244.jpg, , , ,,0,0,4.58503660006372,0.0993816502231072,61772251,847697,895661,33250,3818,481088,6112,3505,64930,2340456
442,Bay Beaches : 0 - 30,0,30,Bay Beaches,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.599767,-117.886896, , , , ,,0,0,4.43219225204204,0.0863064040795377,54250950,733900,780162,27791,3287,431985,5389,3140,57199,2046358
443,China Cove Beach : 0 - 30,0,30,China Cove Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.596891,-117.879167,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/View_of_China_Cove_Beach_from_Balboa_Peninsula_2007_01_17_0008.jpg, , , ,,0,0,4.79232601086747,0.120657581949636,72911928,971119,1077929,40946,4519,541207,7111,4124,77210,2729636
444,Bayside Drive County Beach : 0 - 30,0,30,Bayside Drive County Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.602561,-117.882999,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayside_Drive_County_Park_2013_09_25_7267.jpg,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayside_Drive_County_Park_2013_09_25_7270.jpg, , ,,0,0,5.17494286601593,0.13242224458798,81649656,1055283,1201368,48336,4936,586988,7939,4543,85341,3001659
445,Beacon Bay Access : 0 - 30,0,30,Beacon Bay Access,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.610068,-117.899456, , , , ,,0,0,4.97345028841909,0.127764529995586,79590650,1038260,1165851,47953,4843,575706,7781,4475,83531,2934879
446,Crystal Cove Historic District : 0 - 30,0,30,Crystal Cove Historic District,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.574948,-117.840356,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_ District_2013_09_26_7374.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_2013_09_26_7367.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_7366.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_7374.jpg,,0,0,4.98344592747389,0.114186218072788,69138476,906641,1028790,35899,4245,502223,6450,3807,72655,2566034
447,Crystal Cove State Park : 0 - 30,0,30,Crystal Cove State Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.573673,-117.839919,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_68.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_2007_01_16_0076.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_at_Moro_Ridge_inland_of_Coast_Hwy_2008_03_19_0367.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Black_Turnstone_2007_01_18_0083.jpg,,0,0,4.38601590246565,0.108753491215669,65448375,835078,975482,32879,3963,477353,6051,3589,69017,2408233
448,Crystal Cove State Park (Pelican Point) : 0 - 30,0,30,Crystal Cove State Park (Pelican Point),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.582703,-117.849215, , , , ,,0,0,5.21150365804906,0.133560289327574,79318777,1031022,1179916,45372,4861,569646,7707,4423,83318,2932682
449,Shaw's Cove : 0 - 30,0,30,Shaw's Cove,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.546491,-117.798236, , , , ,,0,0,5.02828582179268,0.111849505494662,63345394,762756,956255,30262,3726,447465,5511,3474,67170,2281321
450,Crescent Bay (Laguna Beach) : 0 - 30,0,30,Crescent Bay (Laguna Beach),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.547255,-117.802013, , , , ,,0,0,4.97834290835147,0.104374380595575,61847862,727196,928105,28832,3592,428306,5259,3341,64910,2193847
451,Fisherman's Cove : 0 - 30,0,30,Fisherman's Cove,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.545359,-117.794874,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Fishermans_Cove_2013_09_26_7393.jpg, , , ,,0,0,4.98677773297748,0.111377785200449,62961288,758374,950056,30088,3694,442894,5458,3448,66763,2265419
452,Divers Cove : 0 - 30,0,30,Divers Cove,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.545162,-117.79476,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Divers_Cove_2007.jpg,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Divers_Cove_2013_09_26_7388.jpg, , ,,0,0,4.94731429449852,0.111210416050712,62884790,756613,948826,30020,3693,442077,5453,3448,66671,2261419
453,Picnic Beach : 0 - 30,0,30,Picnic Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.544608,-117.793419, , , , ,,0,0,5.09701904170268,0.111618587984597,62865958,763121,947972,30239,3695,440987,5468,3452,66629,2266214
454,Crystal Cove State Park (Reef Point) : 0 - 30,0,30,Crystal Cove State Park (Reef Point),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.566602,-117.830338, , , , ,,0,0,4.98337630516739,0.122905049468929,72684298,939608,1083209,38334,4440,523676,6736,4015,76260,2681934
